timestamp,lot_id,wafer_id,equipment,pressure,temperature,gas_flow,rf_power,etch_time,cd,defect_rate,yield
2026-08-14T06:00:00,LOT_X14,WF_0211,EQP_X,97.45,219.95,48.88,1259.1,59.68,44.818,1.797,95.73
2026-08-14T09:00:00,LOT_X14,WF_0212,EQP_X,100.38,219.13,53.11,1187.4,60.56,45.453,1.409,96.31
2026-08-14T12:00:00,LOT_X14,WF_0213,EQP_X,100.88,220.68,47.82,1203.6,58.58,44.702,1.305,96.97
2026-08-14T15:00:00,LOT_X14,WF_0214,EQP_X,102.39,222.61,49.89,1183.2,58.55,45.643,1.038,96.3
2026-08-14T18:00:00,LOT_X14,WF_0215,EQP_X,99.15,221.75,47.97,1222.0,61.97,44.933,1.64,95.27
2026-08-14T21:00:00,LOT_X14,WF_0216,EQP_X,99.87,219.78,44.84,1208.3,60.53,44.323,1.076,96.51
2026-08-14T00:00:00,LOT_Y14,WF_0217,EQP_Y,99.21,219.69,48.08,1179.8,60.46,44.81,1.468,96.18
2026-08-14T03:00:00,LOT_Y14,WF_0218,EQP_Y,100.69,219.85,51.72,1202.1,61.33,45.499,1.062,97.23
2026-08-14T06:00:00,LOT_Y14,WF_0219,EQP_Y,102.67,219.03,49.94,1192.9,60.66,45.208,1.299,96.67
2026-08-14T09:00:00,LOT_Y14,WF_0220,EQP_Y,98.71,219.86,52.05,1239.1,59.23,45.313,1.566,95.36
2026-08-14T12:00:00,LOT_Y14,WF_0221,EQP_Y,98.57,218.8,48.99,1191.7,60.04,45.511,1.627,97.39
2026-08-14T15:00:00,LOT_Y14,WF_0222,EQP_Y,99.63,220.79,50.83,1230.1,59.43,45.338,1.989,95.16
2026-08-14T18:00:00,LOT_Y14,WF_0223,EQP_Y,99.89,220.5,49.13,1182.5,62.75,44.908,2.02,95.22
2026-08-14T21:00:00,LOT_Y14,WF_0224,EQP_Y,99.69,220.8,49.59,1182.0,58.92,45.109,1.3,96.59
2026-08-15T00:00:00,LOT_X15,WF_0225,EQP_X,96.61,219.44,49.64,1189.7,58.51,44.647,1.521,96.96
2026-08-15T03:00:00,LOT_X15,WF_0226,EQP_X,97.9,219.72,51.95,1206.7,59.86,44.82,1.504,96.19
2026-08-15T06:00:00,LOT_X15,WF_0227,EQP_X,96.72,219.28,46.1,1225.8,61.23,44.685,1.741,97.11
2026-08-15T09:00:00,LOT_X15,WF_0228,EQP_X,99.07,221.3,50.73,1195.3,58.34,44.778,1.382,95.27
2026-08-15T12:00:00,LOT_X15,WF_0229,EQP_X,100.8,219.68,50.92,1191.6,64.5,44.337,1.22,96.86
2026-08-15T15:00:00,LOT_X15,WF_0230,EQP_X,103.54,219.01,53.66,1181.7,61.94,45.03,2.169,95.43
2026-08-15T18:00:00,LOT_X15,WF_0231,EQP_X,99.03,222.94,47.75,1193.7,62.71,44.706,1.308,96.6
2026-08-15T21:00:00,LOT_X15,WF_0232,EQP_X,100.68,220.39,48.51,1203.9,60.96,45.602,1.598,95.34
2026-08-15T00:00:00,LOT_Y15,WF_0233,EQP_Y,100.04,219.38,52.64,1166.5,60.84,44.574,1.882,96.05
2026-08-15T03:00:00,LOT_Y15,WF_0234,EQP_Y,100.33,220.5,49.33,1213.5,59.93,45.292,1.518,94.92
2026-08-15T06:00:00,LOT_Y15,WF_0235,EQP_Y,99.23,221.52,52.91,1202.1,59.81,44.866,1.689,96.26
2026-08-15T09:00:00,LOT_Y15,WF_0236,EQP_Y,98.53,220.66,52.47,1180.9,59.72,45.185,1.717,95.71
2026-08-15T12:00:00,LOT_Y15,WF_0237,EQP_Y,99.21,219.54,50.77,1208.6,59.97,44.454,1.173,97.06
2026-08-15T15:00:00,LOT_Y15,WF_0238,EQP_Y,98.17,220.23,49.28,1188.0,60.04,45.671,1.587,95.97
2026-08-15T18:00:00,LOT_Y15,WF_0239,EQP_Y,97.79,220.51,52.27,1212.1,61.75,45.191,1.109,96.81
2026-08-15T21:00:00,LOT_Y15,WF_0240,EQP_Y,100.79,220.72,49.01,1198.7,60.55,45.509,1.802,95.96
2026-08-16T00:00:00,LOT_X16,WF_0241,EQP_X,100.59,218.97,47.8,1198.2,61.56,45.158,1.668,95.13
2026-08-16T03:00:00,LOT_X16,WF_0242,EQP_X,97.81,221.12,49.93,1173.7,61.32,45.103,2.385,95.55
2026-08-16T06:00:00,LOT_X16,WF_0243,EQP_X,100.52,219.85,50.46,1197.9,57.84,45.371,1.582,94.64
2026-08-16T09:00:00,LOT_X16,WF_0244,EQP_X,99.05,219.17,51.96,1199.1,62.23,44.363,1.177,97.27
2026-08-16T12:00:00,LOT_X16,WF_0245,EQP_X,99.02,218.94,48.95,1184.8,60.81,45.447,1.024,96.82
2026-08-16T15:00:00,LOT_X16,WF_0246,EQP_X,100.02,220.08,51.67,1202.4,59.13,44.555,0.953,96.88
2026-08-16T18:00:00,LOT_X16,WF_0247,EQP_X,100.02,220.92,49.24,1246.5,59.89,44.807,1.614,95.59
2026-08-16T21:00:00,LOT_X16,WF_0248,EQP_X,100.31,217.94,51.35,1201.3,60.32,45.062,1.118,96.31
2026-08-16T00:00:00,LOT_Y16,WF_0249,EQP_Y,102.35,220.49,48.81,1208.4,60.61,45.782,1.833,95.49
2026-08-16T03:00:00,LOT_Y16,WF_0250,EQP_Y,99.33,221.78,49.8,1182.6,58.17,44.655,1.391,96.8
2026-08-16T06:00:00,LOT_Y16,WF_0251,EQP_Y,101.37,221.15,50.31,1216.6,63.39,45.364,1.981,94.5
2026-08-16T09:00:00,LOT_Y16,WF_0252,EQP_Y,98.89,219.25,44.65,1201.5,62.09,44.786,1.559,95.74
2026-08-16T12:00:00,LOT_Y16,WF_0253,EQP_Y,99.26,220.29,47.61,1223.5,57.12,45.129,1.353,97.22
2026-08-16T15:00:00,LOT_Y16,WF_0254,EQP_Y,101.14,217.92,45.16,1180.0,59.25,44.924,1.509,96.34
2026-08-16T18:00:00,LOT_Y16,WF_0255,EQP_Y,97.95,218.2,50.5,1192.8,59.84,44.743,1.448,97.07
2026-08-16T21:00:00,LOT_Y16,WF_0256,EQP_Y,97.57,218.77,51.28,1231.3,59.69,44.495,0.9,97.28
2026-08-17T00:00:00,LOT_X17,WF_0257,EQP_X,98.13,222.18,54.68,1204.5,60.73,44.953,1.843,95.73
2026-08-17T03:00:00,LOT_X17,WF_0258,EQP_X,100.1,221.36,51.25,1242.6,57.54,44.778,1.229,97.06
2026-08-17T06:00:00,LOT_X17,WF_0259,EQP_X,99.26,220.6,47.66,1198.1,63.45,45.655,0.936,97.28
2026-08-17T09:00:00,LOT_X17,WF_0260,EQP_X,101.24,219.51,47.8,1213.2,60.15,45.221,1.453,97.24
2026-08-17T12:00:00,LOT_X17,WF_0261,EQP_X,98.63,219.5,51.03,1214.6,57.93,45.519,1.063,96.91
2026-08-17T15:00:00,LOT_X17,WF_0262,EQP_X,99.54,219.29,52.27,1153.1,58.9,44.639,1.762,96.63
2026-08-17T18:00:00,LOT_X17,WF_0263,EQP_X,101.16,221.4,45.55,1203.3,57.93,44.85,1.573,95.95
2026-08-17T21:00:00,LOT_X17,WF_0264,EQP_X,102.06,218.02,48.33,1170.4,57.54,45.402,1.555,96.53
2026-08-17T00:00:00,LOT_Y17,WF_0265,EQP_Y,101.78,220.07,48.06,1219.8,58.96,44.52,1.155,96.47
2026-08-17T03:00:00,LOT_Y17,WF_0266,EQP_Y,101.9,220.05,52.45,1201.8,59.36,46.088,2.046,95.15
2026-08-17T06:00:00,LOT_Y17,WF_0267,EQP_Y,98.75,218.39,50.8,1194.9,60.7,45.129,1.631,96.62
2026-08-17T09:00:00,LOT_Y17,WF_0268,EQP_Y,100.47,219.28,48.46,1211.7,58.39,45.287,1.714,95.81
2026-08-17T12:00:00,LOT_Y17,WF_0269,EQP_Y,98.83,218.22,47.75,1167.5,60.04,44.823,1.224,97.1
2026-08-17T15:00:00,LOT_Y17,WF_0270,EQP_Y,100.19,220.05,51.12,1220.7,57.6,45.283,0.957,96.63
2026-08-17T18:00:00,LOT_Y17,WF_0271,EQP_Y,101.52,220.69,51.33,1203.6,62.12,44.384,1.408,96.11
2026-08-17T21:00:00,LOT_Y17,WF_0272,EQP_Y,103.05,221.03,52.08,1184.8,63.37,45.189,1.198,97.26
2026-08-18T00:00:00,LOT_X18,WF_0273,EQP_X,97.86,219.13,49.53,1180.4,60.79,45.111,1.534,97.15
2026-08-18T03:00:00,LOT_X18,WF_0274,EQP_X,97.55,221.37,48.35,1229.2,62.86,45.921,1.443,95.75
2026-08-18T06:00:00,LOT_X18,WF_0275,EQP_X,100.49,219.95,46.47,1214.7,58.62,45.577,1.79,95.58
2026-08-18T09:00:00,LOT_X18,WF_0276,EQP_X,100.05,219.76,49.09,1262.0,58.6,45.022,1.797,95.6
2026-08-18T12:00:00,LOT_X18,WF_0277,EQP_X,99.06,218.67,52.38,1214.2,60.7,44.396,1.651,96.17
2026-08-18T15:00:00,LOT_X18,WF_0278,EQP_X,99.49,218.62,49.89,1182.6,60.12,45.025,1.399,96.84
2026-08-18T18:00:00,LOT_X18,WF_0279,EQP_X,99.9,220.53,50.84,1220.2,58.55,44.862,1.777,95.91
2026-08-18T21:00:00,LOT_X18,WF_0280,EQP_X,101.69,220.75,49.11,1217.6,59.61,45.383,2.056,95.62
2026-08-18T00:00:00,LOT_Y18,WF_0281,EQP_Y,103.43,218.45,48.9,1194.7,59.4,45.149,1.39,96.28
2026-08-18T03:00:00,LOT_Y18,WF_0282,EQP_Y,101.48,220.41,47.98,1210.9,61.01,45.142,1.509,96.64
2026-08-18T06:00:00,LOT_Y18,WF_0283,EQP_Y,99.18,219.63,51.33,1210.6,61.28,44.886,1.106,96.22
2026-08-18T09:00:00,LOT_Y18,WF_0284,EQP_Y,99.35,220.79,51.58,1163.7,60.8,44.965,1.187,97.81
2026-08-18T12:00:00,LOT_Y18,WF_0285,EQP_Y,100.4,220.83,55.14,1188.4,59.4,45.596,1.108,96.8
2026-08-18T15:00:00,LOT_Y18,WF_0286,EQP_Y,100.07,220.97,50.81,1181.7,61.46,45.338,1.185,96.37
2026-08-18T18:00:00,LOT_Y18,WF_0287,EQP_Y,99.21,218.85,52.13,1193.5,59.58,44.585,1.382,97.17
2026-08-18T21:00:00,LOT_Y18,WF_0288,EQP_Y,101.12,218.38,48.02,1212.7,59.25,44.779,1.242,95.75
2026-08-19T00:00:00,LOT_X19,WF_0289,EQP_X,100.14,219.62,52.28,1198.7,58.55,45.278,1.904,95.25
2026-08-19T03:00:00,LOT_X19,WF_0290,EQP_X,97.45,219.52,47.3,1232.8,57.92,44.869,1.942,96.02
2026-08-19T06:00:00,LOT_X19,WF_0291,EQP_X,99.23,219.22,49.64,1195.2,62.24,44.938,1.095,97.35
2026-08-19T09:00:00,LOT_X19,WF_0292,EQP_X,101.55,219.77,51.54,1201.0,58.19,44.968,1.157,96.14
2026-08-19T12:00:00,LOT_X19,WF_0293,EQP_X,98.59,220.33,50.37,1173.6,58.62,44.999,1.639,96.08
2026-08-19T15:00:00,LOT_X19,WF_0294,EQP_X,96.69,221.29,53.54,1231.7,60.82,45.269,1.304,96.64
2026-08-19T18:00:00,LOT_X19,WF_0295,EQP_X,98.3,220.12,47.14,1211.7,59.47,45.307,1.555,95.94
2026-08-19T21:00:00,LOT_X19,WF_0296,EQP_X,101.26,218.83,49.47,1189.2,61.12,44.97,1.581,96.14
2026-08-19T00:00:00,LOT_Y19,WF_0297,EQP_Y,96.48,219.07,50.23,1220.2,60.86,45.524,1.434,96.4
2026-08-19T03:00:00,LOT_Y19,WF_0298,EQP_Y,99.25,219.56,48.34,1189.1,59.71,44.739,1.508,95.33
2026-08-19T06:00:00,LOT_Y19,WF_0299,EQP_Y,100.64,220.18,50.89,1190.7,59.24,45.393,1.454,97.18
2026-08-19T09:00:00,LOT_Y19,WF_0300,EQP_Y,97.89,219.75,47.75,1184.3,58.82,44.808,1.735,95.33
2026-08-19T12:00:00,LOT_Y19,WF_0301,EQP_Y,100.92,218.56,49.19,1226.4,60.69,45.109,1.689,96.07
2026-08-19T15:00:00,LOT_Y19,WF_0302,EQP_Y,100.94,221.4,47.92,1198.6,60.96,45.3,1.667,96.46
2026-08-19T18:00:00,LOT_Y19,WF_0303,EQP_Y,99.25,218.65,52.54,1200.0,59.18,45.014,1.37,96.95
2026-08-19T21:00:00,LOT_Y19,WF_0304,EQP_Y,101.34,220.31,51.08,1200.7,61.54,44.055,1.15,96.49
2026-08-20T00:00:00,LOT_X20,WF_0305,EQP_X,103.38,218.42,51.24,1180.4,60.33,45.062,1.853,94.63
2026-08-20T03:00:00,LOT_X20,WF_0306,EQP_X,103.71,222.04,51.09,1219.3,59.88,44.149,1.678,95.17
2026-08-20T06:00:00,LOT_X20,WF_0307,EQP_X,105.95,221.89,50.85,1182.9,60.19,44.869,1.752,94.06
2026-08-20T09:00:00,LOT_X20,WF_0308,EQP_X,104.7,219.95,51.61,1170.8,58.31,46.823,1.54,95.39
2026-08-20T12:00:00,LOT_X20,WF_0309,EQP_X,104.66,218.36,53.46,1198.7,60.22,45.909,1.57,94.97
2026-08-20T15:00:00,LOT_X20,WF_0310,EQP_X,103.48,217.71,50.55,1209.5,60.27,45.328,2.122,94.79
2026-08-20T18:00:00,LOT_X20,WF_0311,EQP_X,103.64,222.03,48.61,1227.9,59.71,45.382,2.442,92.98
2026-08-20T21:00:00,LOT_X20,WF_0312,EQP_X,103.71,219.33,53.41,1191.9,64.09,44.236,1.95,94.64
2026-08-20T00:00:00,LOT_Y20,WF_0313,EQP_Y,104.76,219.06,49.1,1163.5,60.16,44.251,2.266,94.19
2026-08-20T03:00:00,LOT_Y20,WF_0314,EQP_Y,103.82,221.71,47.29,1208.4,60.48,44.849,2.485,93.97
2026-08-20T06:00:00,LOT_Y20,WF_0315,EQP_Y,105.33,219.38,51.69,1194.5,62.59,45.013,2.757,92.49
2026-08-20T09:00:00,LOT_Y20,WF_0316,EQP_Y,101.86,220.64,49.55,1205.6,58.97,44.925,2.563,94.43
2026-08-20T12:00:00,LOT_Y20,WF_0317,EQP_Y,103.67,223.11,48.62,1222.4,58.42,44.767,2.469,94.69
2026-08-20T15:00:00,LOT_Y20,WF_0318,EQP_Y,104.66,220.23,50.47,1178.3,62.1,45.695,2.818,93.35
2026-08-20T18:00:00,LOT_Y20,WF_0319,EQP_Y,104.97,219.71,49.6,1190.1,59.48,44.762,3.15,92.62
2026-08-20T21:00:00,LOT_Y20,WF_0320,EQP_Y,103.36,218.96,47.0,1231.2,60.76,45.433,2.604,94.65
2026-08-21T00:00:00,LOT_X21,WF_0321,EQP_X,108.22,223.39,49.97,1199.1,59.21,45.046,2.249,94.23
2026-08-21T03:00:00,LOT_X21,WF_0322,EQP_X,110.31,220.21,52.44,1145.6,59.29,45.15,2.492,92.91
2026-08-21T06:00:00,LOT_X21,WF_0323,EQP_X,107.92,218.92,48.4,1238.0,61.68,45.785,2.171,93.39
2026-08-21T09:00:00,LOT_X21,WF_0324,EQP_X,108.83,219.94,49.74,1199.5,59.05,44.477,2.078,92.92
2026-08-21T12:00:00,LOT_X21,WF_0325,EQP_X,108.9,221.96,48.46,1163.5,60.59,45.143,2.174,92.79
2026-08-21T15:00:00,LOT_X21,WF_0326,EQP_X,105.12,223.99,49.57,1210.1,59.89,45.248,1.698,94.71
2026-08-21T18:00:00,LOT_X21,WF_0327,EQP_X,105.97,217.46,48.58,1163.9,59.31,44.573,1.732,94.64
2026-08-21T21:00:00,LOT_X21,WF_0328,EQP_X,107.98,218.05,54.02,1214.4,61.68,44.803,2.494,93.54
2026-08-21T00:00:00,LOT_Y21,WF_0329,EQP_Y,106.47,218.41,55.83,1191.8,60.73,44.871,4.638,89.75
2026-08-21T03:00:00,LOT_Y21,WF_0330,EQP_Y,106.49,222.65,50.4,1150.4,60.04,44.891,4.569,90.51
2026-08-21T06:00:00,LOT_Y21,WF_0331,EQP_Y,108.51,220.2,50.58,1176.9,58.78,44.489,3.407,92.08
2026-08-21T09:00:00,LOT_Y21,WF_0332,EQP_Y,109.62,221.43,48.8,1189.3,59.34,45.668,4.465,90.75
2026-08-21T12:00:00,LOT_Y21,WF_0333,EQP_Y,106.55,219.47,47.48,1171.7,59.77,44.799,3.876,90.61
2026-08-21T15:00:00,LOT_Y21,WF_0334,EQP_Y,108.3,219.34,51.83,1211.0,58.03,45.237,3.827,91.87
2026-08-21T18:00:00,LOT_Y21,WF_0335,EQP_Y,107.96,218.83,49.19,1170.0,61.91,46.272,3.186,92.0
2026-08-21T21:00:00,LOT_Y21,WF_0336,EQP_Y,107.83,218.61,52.44,1224.9,59.63,46.243,4.185,90.53
2026-08-22T00:00:00,LOT_X22,WF_0337,EQP_X,112.42,217.76,52.91,1212.3,59.47,44.87,2.137,92.94
2026-08-22T03:00:00,LOT_X22,WF_0338,EQP_X,110.06,220.01,48.97,1211.3,61.56,45.551,2.451,92.46
2026-08-22T06:00:00,LOT_X22,WF_0339,EQP_X,111.55,219.95,50.98,1188.6,58.55,45.121,3.044,92.56
2026-08-22T09:00:00,LOT_X22,WF_0340,EQP_X,113.19,217.03,52.82,1183.1,58.84,45.299,1.948,93.34
2026-08-22T12:00:00,LOT_X22,WF_0341,EQP_X,111.92,221.2,48.35,1216.9,60.77,44.746,2.878,90.47
2026-08-22T15:00:00,LOT_X22,WF_0342,EQP_X,112.54,219.68,48.41,1203.5,60.75,44.484,2.452,92.29
2026-08-22T18:00:00,LOT_X22,WF_0343,EQP_X,112.59,223.68,49.07,1226.3,58.04,45.211,1.812,93.3
2026-08-22T21:00:00,LOT_X22,WF_0344,EQP_X,113.08,226.07,50.1,1185.0,61.54,45.029,2.539,92.53
2026-08-22T00:00:00,LOT_Y22,WF_0345,EQP_Y,113.64,214.8,50.1,1199.7,58.4,43.863,5.453,87.36
2026-08-22T03:00:00,LOT_Y22,WF_0346,EQP_Y,110.91,219.59,49.3,1200.4,62.37,44.979,6.816,86.72
2026-08-22T06:00:00,LOT_Y22,WF_0347,EQP_Y,113.45,217.81,49.41,1181.6,60.62,44.953,5.809,87.25
2026-08-22T09:00:00,LOT_Y22,WF_0348,EQP_Y,112.25,218.93,48.05,1191.2,61.07,44.885,5.458,88.3
2026-08-22T12:00:00,LOT_Y22,WF_0349,EQP_Y,112.73,215.58,49.84,1182.6,59.92,45.273,5.857,88.0
2026-08-22T15:00:00,LOT_Y22,WF_0350,EQP_Y,111.25,219.12,51.15,1219.2,58.45,45.481,5.966,87.23
2026-08-22T18:00:00,LOT_Y22,WF_0351,EQP_Y,111.58,222.2,50.85,1208.0,58.9,43.794,5.434,87.9
2026-08-22T21:00:00,LOT_Y22,WF_0352,EQP_Y,112.69,217.71,51.27,1208.2,58.89,45.662,5.26,87.72
2026-08-23T00:00:00,LOT_X23,WF_0353,EQP_X,112.38,219.96,48.19,1212.4,59.99,44.469,1.798,93.54
2026-08-23T03:00:00,LOT_X23,WF_0354,EQP_X,112.15,220.36,52.75,1150.2,61.9,45.955,2.108,93.42
2026-08-23T06:00:00,LOT_X23,WF_0355,EQP_X,110.78,216.87,49.8,1236.6,60.54,45.035,2.854,91.75
2026-08-23T09:00:00,LOT_X23,WF_0356,EQP_X,114.25,224.71,50.86,1184.2,61.61,45.206,2.757,92.08
2026-08-23T12:00:00,LOT_X23,WF_0357,EQP_X,112.65,217.29,52.98,1205.6,60.49,45.431,2.625,92.41
2026-08-23T15:00:00,LOT_X23,WF_0358,EQP_X,112.3,219.47,48.9,1189.8,59.57,45.693,2.365,92.44
2026-08-23T18:00:00,LOT_X23,WF_0359,EQP_X,111.85,221.6,51.3,1239.5,57.91,44.84,2.729,91.19
2026-08-23T21:00:00,LOT_X23,WF_0360,EQP_X,114.61,219.65,48.41,1219.4,56.7,45.149,2.103,92.42
2026-08-23T00:00:00,LOT_Y23,WF_0361,EQP_Y,112.56,222.38,50.82,1241.7,60.09,44.761,6.358,86.42
2026-08-23T03:00:00,LOT_Y23,WF_0362,EQP_Y,112.63,208.19,50.91,1198.5,59.35,44.541,6.132,85.76
2026-08-23T06:00:00,LOT_Y23,WF_0363,EQP_Y,116.72,223.46,50.74,1238.0,60.41,44.374,6.219,85.01
2026-08-23T09:00:00,LOT_Y23,WF_0364,EQP_Y,112.9,223.59,51.07,1171.0,60.31,44.914,4.98,87.29
2026-08-23T12:00:00,LOT_Y23,WF_0365,EQP_Y,110.22,218.5,52.25,1255.1,61.29,44.448,5.205,89.19
2026-08-23T15:00:00,LOT_Y23,WF_0366,EQP_Y,112.92,221.17,50.48,1224.0,63.35,45.007,5.611,87.75
2026-08-23T18:00:00,LOT_Y23,WF_0367,EQP_Y,111.31,213.42,50.99,1185.3,61.97,45.128,6.548,85.99
2026-08-23T21:00:00,LOT_Y23,WF_0368,EQP_Y,113.7,215.11,51.88,1195.3,61.41,44.749,5.978,87.05
2026-08-24T00:00:00,LOT_X24,WF_0369,EQP_X,112.57,221.33,53.36,1188.8,62.11,44.752,2.983,92.68
2026-08-24T03:00:00,LOT_X24,WF_0370,EQP_X,110.8,213.53,50.33,1186.2,59.21,44.77,2.286,93.63
2026-08-24T06:00:00,LOT_X24,WF_0371,EQP_X,113.69,223.48,54.62,1184.6,56.25,46.416,2.6,91.83
2026-08-24T09:00:00,LOT_X24,WF_0372,EQP_X,109.3,215.94,51.38,1197.1,56.77,44.342,2.92,92.9
2026-08-24T12:00:00,LOT_X24,WF_0373,EQP_X,112.32,228.5,52.05,1236.2,62.0,45.582,1.964,92.29
2026-08-24T15:00:00,LOT_X24,WF_0374,EQP_X,110.89,220.78,50.0,1207.5,59.97,45.334,2.895,91.98
2026-08-24T18:00:00,LOT_X24,WF_0375,EQP_X,111.57,212.14,51.74,1184.5,58.64,45.607,2.867,92.23
2026-08-24T21:00:00,LOT_X24,WF_0376,EQP_X,113.43,216.72,49.54,1189.0,62.59,45.605,2.402,92.63
2026-08-24T00:00:00,LOT_Y24,WF_0377,EQP_Y,112.56,219.65,50.93,1217.0,59.79,44.125,5.748,87.23
2026-08-24T03:00:00,LOT_Y24,WF_0378,EQP_Y,110.28,217.7,49.5,1200.5,60.84,44.851,5.815,87.53
2026-08-24T06:00:00,LOT_Y24,WF_0379,EQP_Y,112.82,221.21,51.14,1228.7,59.58,43.885,5.445,88.17
2026-08-24T09:00:00,LOT_Y24,WF_0380,EQP_Y,112.04,220.95,46.55,1183.3,60.81,45.544,4.975,88.81
2026-08-24T12:00:00,LOT_Y24,WF_0381,EQP_Y,110.93,216.54,50.14,1204.3,60.59,45.511,6.674,86.78
2026-08-24T15:00:00,LOT_Y24,WF_0382,EQP_Y,111.46,222.82,47.06,1202.0,61.58,45.475,6.08,88.04
2026-08-24T18:00:00,LOT_Y24,WF_0383,EQP_Y,110.89,222.38,49.81,1222.3,60.18,45.547,6.583,86.76
2026-08-24T21:00:00,LOT_Y24,WF_0384,EQP_Y,111.69,218.9,48.61,1220.8,61.97,44.829,4.233,89.5
2026-08-25T00:00:00,LOT_X25,WF_0385,EQP_X,112.65,217.16,46.08,1191.1,56.94,45.228,2.34,92.49
2026-08-25T03:00:00,LOT_X25,WF_0386,EQP_X,113.94,217.28,45.7,1199.4,60.7,43.999,2.353,92.01
2026-08-25T06:00:00,LOT_X25,WF_0387,EQP_X,112.04,218.15,55.33,1194.8,60.28,44.661,1.443,94.62
2026-08-25T09:00:00,LOT_X25,WF_0388,EQP_X,107.26,224.07,47.36,1172.8,59.84,46.537,2.628,93.01
2026-08-25T12:00:00,LOT_X25,WF_0389,EQP_X,110.85,221.95,49.26,1214.3,57.05,45.37,2.627,91.71
2026-08-25T15:00:00,LOT_X25,WF_0390,EQP_X,110.45,219.56,49.03,1205.8,57.85,44.381,3.346,90.97
2026-08-25T18:00:00,LOT_X25,WF_0391,EQP_X,111.36,219.47,49.44,1224.1,59.14,45.598,2.158,93.38
2026-08-25T21:00:00,LOT_X25,WF_0392,EQP_X,111.68,219.48,49.82,1211.0,58.21,44.321,3.315,91.45
2026-08-25T00:00:00,LOT_Y25,WF_0393,EQP_Y,111.46,221.93,49.88,1155.0,60.24,44.915,5.744,87.2
2026-08-25T03:00:00,LOT_Y25,WF_0394,EQP_Y,111.67,223.43,49.7,1191.4,60.55,44.724,6.248,86.71
2026-08-25T06:00:00,LOT_Y25,WF_0395,EQP_Y,112.55,217.89,47.5,1214.4,60.39,45.446,6.016,86.23
2026-08-25T09:00:00,LOT_Y25,WF_0396,EQP_Y,112.18,213.98,51.04,1178.3,60.7,45.508,5.122,88.37
2026-08-25T12:00:00,LOT_Y25,WF_0397,EQP_Y,113.83,215.04,51.29,1202.4,61.42,43.844,5.502,88.03
2026-08-25T15:00:00,LOT_Y25,WF_0398,EQP_Y,114.04,217.69,49.44,1236.8,57.87,44.968,5.624,87.34
2026-08-25T18:00:00,LOT_Y25,WF_0399,EQP_Y,110.6,222.89,51.78,1236.3,58.81,44.663,6.268,87.89
2026-08-25T21:00:00,LOT_Y25,WF_0400,EQP_Y,111.99,215.42,49.57,1219.3,61.02,45.779,6.847,85.62
2026-08-26T00:00:00,LOT_X26,WF_0401,EQP_X,110.64,216.39,49.75,1220.4,62.59,45.153,2.506,92.55
2026-08-26T03:00:00,LOT_X26,WF_0402,EQP_X,113.84,217.71,49.79,1198.5,59.96,46.266,2.143,93.74
2026-08-26T06:00:00,LOT_X26,WF_0403,EQP_X,111.02,217.54,48.68,1213.0,59.98,45.785,2.171,92.2
2026-08-26T09:00:00,LOT_X26,WF_0404,EQP_X,111.44,220.84,47.06,1197.9,60.8,44.435,2.17,92.41
2026-08-26T12:00:00,LOT_X26,WF_0405,EQP_X,111.78,221.37,55.5,1223.3,58.11,43.924,2.456,93.25
2026-08-26T15:00:00,LOT_X26,WF_0406,EQP_X,112.99,218.42,52.0,1227.5,62.19,44.254,2.675,91.25
2026-08-26T18:00:00,LOT_X26,WF_0407,EQP_X,110.79,216.16,49.48,1171.3,61.16,44.991,2.154,93.35
2026-08-26T21:00:00,LOT_X26,WF_0408,EQP_X,114.3,221.04,48.83,1194.3,59.84,44.509,1.815,92.73
2026-08-26T00:00:00,LOT_Y26,WF_0409,EQP_Y,113.86,217.52,46.14,1198.2,61.65,43.794,5.633,87.48
2026-08-26T03:00:00,LOT_Y26,WF_0410,EQP_Y,112.81,221.67,51.22,1168.3,60.92,45.964,5.345,88.11
2026-08-26T06:00:00,LOT_Y26,WF_0411,EQP_Y,110.48,223.91,48.76,1233.0,59.43,45.474,5.127,89.65
2026-08-26T09:00:00,LOT_Y26,WF_0412,EQP_Y,109.04,221.11,45.84,1175.9,62.84,45.636,4.093,90.55
2026-08-26T12:00:00,LOT_Y26,WF_0413,EQP_Y,111.07,221.71,53.7,1213.1,60.65,45.356,4.735,89.53
2026-08-26T15:00:00,LOT_Y26,WF_0414,EQP_Y,113.38,218.16,48.72,1229.0,60.31,44.204,5.203,87.79
2026-08-26T18:00:00,LOT_Y26,WF_0415,EQP_Y,111.9,219.78,49.5,1233.5,61.25,46.038,4.314,89.7
2026-08-26T21:00:00,LOT_Y26,WF_0416,EQP_Y,113.76,222.18,48.64,1184.9,61.44,44.851,5.954,86.9
2026-08-27T00:00:00,LOT_X27,WF_0417,EQP_X,111.82,220.36,48.34,1234.0,60.82,45.98,2.288,92.43
2026-08-27T03:00:00,LOT_X27,WF_0418,EQP_X,111.52,217.42,51.36,1214.3,59.23,44.776,2.651,91.84
2026-08-27T06:00:00,LOT_X27,WF_0419,EQP_X,111.39,224.68,48.51,1189.7,63.76,43.512,2.026,94.08
2026-08-27T09:00:00,LOT_X27,WF_0420,EQP_X,111.39,221.5,54.24,1185.7,59.11,45.288,2.47,92.26
2026-08-27T12:00:00,LOT_X27,WF_0421,EQP_X,111.8,216.02,50.93,1216.7,59.76,44.843,2.72,91.79
